,Start station,End station,Start date,Start station number,End date,End station number,Account type,Total duration (Seconds)
2080,27th Ave SE & University Ave,Nice Ride World Headquarters,4,4,4,4,4,4
2081,27th Ave SE & University Ave,Nicollet & Franklin,3,3,3,3,3,3
2082,27th Ave SE & University Ave,Nicollet Mall & Grant Street,3,3,3,3,3,3
2083,27th Ave SE & University Ave,Oak Street Ramp,69,69,69,69,69,69
2084,27th Ave SE & University Ave,Park Ave & 4th Street S,3,3,3,3,3,3
2085,27th Ave SE & University Ave,Portland Ave & Washington Ave,11,11,11,11,11,11
2086,27th Ave SE & University Ave,Riverside Ave & 23rd Ave S,14,14,14,14,14,14
2087,27th Ave SE & University Ave,S 5th Street & Nicollet Mall,3,3,3,3,3,3
2088,27th Ave SE & University Ave,S 8th Street & 2nd Ave S,2,2,2,2,2,2
2089,27th Ave SE & University Ave,SE 3rd Ave & University Ave SE,2,2,2,2,2,2
2090,27th Ave SE & University Ave,Sanford Hall,66,66,66,66,66,66
2091,27th Ave SE & University Ave,Sherburne Ave & Snelling Ave N,4,4,4,4,4,4
2092,27th Ave SE & University Ave,Social Sciences,350,350,350,350,350,350
2093,27th Ave SE & University Ave,South 2nd Street & 3rd Ave S,5,5,5,5,5,5
2094,27th Ave SE & University Ave,Target Field Station,1,1,1,1,1,1
2095,27th Ave SE & University Ave,U of M St. Paul Student Center,15,15,15,15,15,15
2096,27th Ave SE & University Ave,Union Depot,1,1,1,1,1,1
2097,27th Ave SE & University Ave,University & Bank Street SE,14,14,14,14,14,14
2098,27th Ave SE & University Ave,University Ave NE & 12th Ave NE,3,3,3,3,3,3
2099,27th Ave SE & University Ave,University Ave SE & Bedford Street SE,15,15,15,15,15,15
2100,27th Ave SE & University Ave,University of St. Thomas,4,4,4,4,4,4
2101,27th Ave SE & University Ave,W 31st Street & Hennepin Ave S,3,3,3,3,3,3
2102,27th Ave SE & University Ave,Washington & Cedar,35,35,35,35,35,35
2103,27th Ave SE & University Ave,Washington Ave N & Cedar Lake Trail,1,1,1,1,1,1
2104,27th Ave SE & University Ave,Washington Ave S & 10th Ave S,7,7,7,7,7,7
2105,27th Ave SE & University Ave,Washington Ave SE & Union Street SE,236,236,236,236,236,236
2106,27th Ave SE & University Ave,Weisman Art Museum,91,91,91,91,91,91
2107,27th Ave SE & University Ave,West 15th Street & Willow,11,11,11,11,11,11
2108,27th Ave SE & University Ave,West 34th Street  & Hennepin Ave S,1,1,1,1,1,1
2109,27th Ave SE & University Ave,Wilder Street & Marshall Ave,5,5,5,5,5,5
2110,27th Ave SE & University Ave,Willey Hall,94,94,94,94,94,94
2111,27th Ave SE & University Ave,Williamson Hall,155,155,155,155,155,155
2112,27th Ave SE & University Ave,YWCA Uptown,1,1,1,1,1,1
2113,28th Street & Nicollet Ave. S,100 Main Street SE,5,5,5,5,5,5
2114,28th Street & Nicollet Ave. S,10th Street & Nicollet Mall,10,10,10,10,10,10
2115,28th Street & Nicollet Ave. S,11th Ave S & S 2nd Street,12,12,12,12,12,12
2116,28th Street & Nicollet Ave. S,11th Street & Hennepin,11,11,11,11,11,11
2117,28th Street & Nicollet Ave. S,11th Street & Marquette,12,12,12,12,12,12
2118,28th Street & Nicollet Ave. S,15th Ave SE & 4th Street SE,3,3,3,3,3,3
2119,28th Street & Nicollet Ave. S,15th Ave SE & Como Ave SE,12,12,12,12,12,12
2120,28th Street & Nicollet Ave. S,18th Ave Trail & 2nd Street NE,2,2,2,2,2,2
2121,28th Street & Nicollet Ave. S,22nd Ave S & Franklin Ave,17,17,17,17,17,17
2122,28th Street & Nicollet Ave. S,23rd Ave SE & 6th Street SE,1,1,1,1,1,1
2123,28th Street & Nicollet Ave. S,25th Street & 33rd Ave S,9,9,9,9,9,9
2124,28th Street & Nicollet Ave. S,26th Street & Hennepin,27,27,27,27,27,27
2125,28th Street & Nicollet Ave. S,26th Street & Lyndale,16,16,16,16,16,16
2126,28th Street & Nicollet Ave. S,27th Ave S & Minnehaha Ave,10,10,10,10,10,10
2127,28th Street & Nicollet Ave. S,28th Street & Nicollet Ave. S,74,74,74,74,74,74
2128,28th Street & Nicollet Ave. S,2nd Ave N & N 6th Street,14,14,14,14,14,14
2129,28th Street & Nicollet Ave. S,2nd Ave N & Washington Ave N,3,3,3,3,3,3
2130,28th Street & Nicollet Ave. S,2nd Ave S & S 3rd Street,3,3,3,3,3,3
2131,28th Street & Nicollet Ave. S,2nd Street N & 8th Ave N,1,1,1,1,1,1
2132,28th Street & Nicollet Ave. S,3rd Ave S & E 38th Street,5,5,5,5,5,5
2133,28th Street & Nicollet Ave. S,3rd Street NE & Lowry Ave NE,1,1,1,1,1,1
2134,28th Street & Nicollet Ave. S,4th Street & 13th Ave SE,2,2,2,2,2,2
2135,28th Street & Nicollet Ave. S,4th Street S & 19th Ave,17,17,17,17,17,17
2136,28th Street & Nicollet Ave. S,5th Ave N & 4th Street N,2,2,2,2,2,2
2137,28th Street & Nicollet Ave. S,5th Street NE & 3rd Ave NE,1,1,1,1,1,1
2138,28th Street & Nicollet Ave. S,6th Ave SE & University Ave,4,4,4,4,4,4
2139,28th Street & Nicollet Ave. S,7th Street & 4th Ave S,5,5,5,5,5,5
2140,28th Street & Nicollet Ave. S,7th Street SE & 10th Ave SE,2,2,2,2,2,2
2141,28th Street & Nicollet Ave. S,9th Street & 4th Ave,3,3,3,3,3,3
2142,28th Street & Nicollet Ave. S,9th Street N & Hawthorne Ave,3,3,3,3,3,3
2143,28th Street & Nicollet Ave. S,Boom Island Park,1,1,1,1,1,1
2144,28th Street & Nicollet Ave. S,Central Ave NE & 22nd Ave NE,2,2,2,2,2,2
2145,28th Street & Nicollet Ave. S,Chicago & 27th Street,21,21,21,21,21,21
2146,28th Street & Nicollet Ave. S,Chicago Ave & S Washington Ave,2,2,2,2,2,2
2147,28th Street & Nicollet Ave. S,Coffman Union,1,1,1,1,1,1
2148,28th Street & Nicollet Ave. S,Cooke Hall,2,2,2,2,2,2
2149,28th Street & Nicollet Ave. S,Currie Park,11,11,11,11,11,11
2150,28th Street & Nicollet Ave. S,Dupont Ave & 22nd Street,7,7,7,7,7,7
2151,28th Street & Nicollet Ave. S,Dupont Ave S & W 29th Street,49,49,49,49,49,49
2152,28th Street & Nicollet Ave. S,E 38th Street & 42nd Ave S,1,1,1,1,1,1
2153,28th Street & Nicollet Ave. S,E Franklin Ave & Bloomington Ave S,1,1,1,1,1,1
2154,28th Street & Nicollet Ave. S,East Lake Street & 36th Ave S,5,5,5,5,5,5
2155,28th Street & Nicollet Ave. S,Elliot Ave S & E 24th Street,5,5,5,5,5,5
2156,28th Street & Nicollet Ave. S,Elliot Park,5,5,5,5,5,5
2157,28th Street & Nicollet Ave. S,Franklin & 11th Ave,6,6,6,6,6,6
2158,28th Street & Nicollet Ave. S,Franklin & 28th Ave,7,7,7,7,7,7
2159,28th Street & Nicollet Ave. S,Franklin & Portland,10,10,10,10,10,10
2160,28th Street & Nicollet Ave. S,Gateway Park,14,14,14,14,14,14
2161,28th Street & Nicollet Ave. S,Girard Ave N & W Broadway Ave,1,1,1,1,1,1
2162,28th Street & Nicollet Ave. S,Grand Ave & Fairview Ave,1,1,1,1,1,1
2163,28th Street & Nicollet Ave. S,Grant Street & Portland Ave,3,3,3,3,3,3
2164,28th Street & Nicollet Ave. S,Groveland Ave & Clifton Place,6,6,6,6,6,6
2165,28th Street & Nicollet Ave. S,Hennepin & Central Avenue NE,3,3,3,3,3,3
2166,28th Street & Nicollet Ave. S,Hennepin & Laurel Ave,1,1,1,1,1,1
2167,28th Street & Nicollet Ave. S,Hennepin Ave & S Washington Ave,37,37,37,37,37,37
2168,28th Street & Nicollet Ave. S,Hennepin County Government Center,4,4,4,4,4,4
2169,28th Street & Nicollet Ave. S,IDS Center,36,36,36,36,36,36
2170,28th Street & Nicollet Ave. S,Lake Calhoun Center,20,20,20,20,20,20
2171,28th Street & Nicollet Ave. S,Lake Harriet Bandshell,8,8,8,8,8,8
2172,28th Street & Nicollet Ave. S,Lake Nokomis,1,1,1,1,1,1
2173,28th Street & Nicollet Ave. S,Lake Street & Humboldt,50,50,50,50,50,50
2174,28th Street & Nicollet Ave. S,Lake Street & Knox Ave S,71,71,71,71,71,71
2175,28th Street & Nicollet Ave. S,Lake Street & West River Parkway,15,15,15,15,15,15
2176,28th Street & Nicollet Ave. S,Loring Park,6,6,6,6,6,6
2177,28th Street & Nicollet Ave. S,Lyndale Ave S & 22nd Street ,68,68,68,68,68,68
2178,28th Street & Nicollet Ave. S,Lyndale Ave S & W 29th Street,49,49,49,49,49,49
2179,28th Street & Nicollet Ave. S,MCAD,22,22,22,22,22,22
2180,28th Street & Nicollet Ave. S,Marshall Street NE & 8th Ave NE,1,1,1,1,1,1
2181,28th Street & Nicollet Ave. S,Marshall Street NE & Lowry Ave,1,1,1,1,1,1
2182,28th Street & Nicollet Ave. S,Midtown Exchange,82,82,82,82,82,82
2183,28th Street & Nicollet Ave. S,Midtown Greenway & 5th Ave S,24,24,24,24,24,24
2184,28th Street & Nicollet Ave. S,Midtown YWCA,24,24,24,24,24,24
2185,28th Street & Nicollet Ave. S,Mill City Quarter,2,2,2,2,2,2
2186,28th Street & Nicollet Ave. S,Minneapolis Park & Recreation Board,9,9,9,9,9,9
2187,28th Street & Nicollet Ave. S,Minnehaha Park,5,5,5,5,5,5
2188,28th Street & Nicollet Ave. S,Mpls Convention Center,7,7,7,7,7,7
2189,28th Street & Nicollet Ave. S,N 4th Ave & W River Parkway,1,1,1,1,1,1
2190,28th Street & Nicollet Ave. S,N Milton Street & Summit Ave,2,2,2,2,2,2
2191,28th Street & Nicollet Ave. S,Nice Ride World Headquarters,10,10,10,10,10,10
2192,28th Street & Nicollet Ave. S,Nicollet & Franklin,45,45,45,45,45,45
2193,28th Street & Nicollet Ave. S,Nicollet Ave & W 37th Street,31,31,31,31,31,31
2194,28th Street & Nicollet Ave. S,Nicollet Mall & Grant Street,29,29,29,29,29,29
2195,28th Street & Nicollet Ave. S,North 2nd Street & 4th Ave N,2,2,2,2,2,2
2196,28th Street & Nicollet Ave. S,Park Ave & 4th Street S,3,3,3,3,3,3
2197,28th Street & Nicollet Ave. S,Pleasant Ave S &  Lake Street,9,9,9,9,9,9
2198,28th Street & Nicollet Ave. S,Portland Ave & Washington Ave,10,10,10,10,10,10
2199,28th Street & Nicollet Ave. S,Riverside Ave & 23rd Ave S,1,1,1,1,1,1
2200,28th Street & Nicollet Ave. S,S 5th Street & Nicollet Mall,56,56,56,56,56,56
2201,28th Street & Nicollet Ave. S,S 8th Street & 2nd Ave S,12,12,12,12,12,12
2202,28th Street & Nicollet Ave. S,Sanford Hall,2,2,2,2,2,2
2203,28th Street & Nicollet Ave. S,Selby Ave & Virginia Street,1,1,1,1,1,1
2204,28th Street & Nicollet Ave. S,South 2nd Street & 3rd Ave S,7,7,7,7,7,7
2205,28th Street & Nicollet Ave. S,Target Field Station,2,2,2,2,2,2
2206,28th Street & Nicollet Ave. S,U of M St. Paul Student Center,1,1,1,1,1,1
2207,28th Street & Nicollet Ave. S,University & Bank Street SE,4,4,4,4,4,4
2208,28th Street & Nicollet Ave. S,University Ave NE & 12th Ave NE,2,2,2,2,2,2
2209,28th Street & Nicollet Ave. S,Upton Ave S & Sheridan Ave S,3,3,3,3,3,3
2210,28th Street & Nicollet Ave. S,W 31st Street & Hennepin Ave S,29,29,29,29,29,29
2211,28th Street & Nicollet Ave. S,W 36th Street & W Calhoun Parkway,10,10,10,10,10,10
2212,28th Street & Nicollet Ave. S,W 50th Street & W Minnehaha Pkwy,9,9,9,9,9,9
2213,28th Street & Nicollet Ave. S,Walker Art Center,12,12,12,12,12,12
2214,28th Street & Nicollet Ave. S,Washington & Cedar,4,4,4,4,4,4
2215,28th Street & Nicollet Ave. S,Washington & Marquette,2,2,2,2,2,2
2216,28th Street & Nicollet Ave. S,Washington Ave SE & Union Street SE,1,1,1,1,1,1
2217,28th Street & Nicollet Ave. S,Weisman Art Museum,27,27,27,27,27,27
2218,28th Street & Nicollet Ave. S,West 15th Street & Willow,49,49,49,49,49,49
2219,28th Street & Nicollet Ave. S,West 32nd Street & Bryant Ave S,22,22,22,22,22,22
2220,28th Street & Nicollet Ave. S,West 34th Street  & Hennepin Ave S,5,5,5,5,5,5
2221,28th Street & Nicollet Ave. S,West 36th Street & Bryant Ave S,12,12,12,12,12,12
2222,28th Street & Nicollet Ave. S,West Broadway & Logan Ave N,1,1,1,1,1,1
2223,28th Street & Nicollet Ave. S,YWCA Downtown,12,12,12,12,12,12
2224,28th Street & Nicollet Ave. S,YWCA Uptown,43,43,43,43,43,43
2225,2nd Ave N & N 6th Street,100 Main Street SE,95,95,95,95,95,95
2226,2nd Ave N & N 6th Street,10th Street & Nicollet Mall,34,34,34,34,34,34
2227,2nd Ave N & N 6th Street,11th Ave S & S 2nd Street,42,42,42,42,42,42
2228,2nd Ave N & N 6th Street,11th Street & Hennepin,28,28,28,28,28,28
2229,2nd Ave N & N 6th Street,11th Street & Marquette,89,89,89,89,89,89
2230,2nd Ave N & N 6th Street,15th Ave SE & 4th Street SE,11,11,11,11,11,11
2231,2nd Ave N & N 6th Street,15th Ave SE & Como Ave SE,5,5,5,5,5,5
2232,2nd Ave N & N 6th Street,18th Ave Trail & 2nd Street NE,4,4,4,4,4,4
2233,2nd Ave N & N 6th Street,22nd Ave S & Franklin Ave,1,1,1,1,1,1
2234,2nd Ave N & N 6th Street,23rd Ave SE & 6th Street SE,2,2,2,2,2,2
2235,2nd Ave N & N 6th Street,23rd Ave SE & University Ave SE,3,3,3,3,3,3
2236,2nd Ave N & N 6th Street,25th Street & 33rd Ave S,2,2,2,2,2,2
2237,2nd Ave N & N 6th Street,26th Street & Hennepin,12,12,12,12,12,12
2238,2nd Ave N & N 6th Street,26th Street & Lyndale,44,44,44,44,44,44
2239,2nd Ave N & N 6th Street,27th Ave SE & University Ave,1,1,1,1,1,1
2240,2nd Ave N & N 6th Street,28th Street & Nicollet Ave. S,3,3,3,3,3,3
2241,2nd Ave N & N 6th Street,2nd Ave N & N 6th Street,88,88,88,88,88,88
2242,2nd Ave N & N 6th Street,2nd Ave N & Washington Ave N,36,36,36,36,36,36
2243,2nd Ave N & N 6th Street,2nd Ave S & S 3rd Street,14,14,14,14,14,14
2244,2nd Ave N & N 6th Street,2nd Street N & 8th Ave N,66,66,66,66,66,66
2245,2nd Ave N & N 6th Street,2nd Street SE & 5th Ave SE,24,24,24,24,24,24
2246,2nd Ave N & N 6th Street,38th Street Light Rail Station,1,1,1,1,1,1
2247,2nd Ave N & N 6th Street,3rd Ave S & E 38th Street,1,1,1,1,1,1
2248,2nd Ave N & N 6th Street,3rd Street N & 8th Ave N,89,89,89,89,89,89
2249,2nd Ave N & N 6th Street,3rd Street NE & Lowry Ave NE,6,6,6,6,6,6
2250,2nd Ave N & N 6th Street,4th Street & 13th Ave SE,31,31,31,31,31,31
2251,2nd Ave N & N 6th Street,4th Street & 17th Ave SE,4,4,4,4,4,4
2252,2nd Ave N & N 6th Street,4th Street S & 19th Ave,1,1,1,1,1,1
2253,2nd Ave N & N 6th Street,5th Ave N & 4th Street N,13,13,13,13,13,13
2254,2nd Ave N & N 6th Street,5th Street NE & 1st Ave NE,5,5,5,5,5,5
2255,2nd Ave N & N 6th Street,5th Street NE & 3rd Ave NE,21,21,21,21,21,21
2256,2nd Ave N & N 6th Street,6th Ave SE & University Ave,67,67,67,67,67,67
2257,2nd Ave N & N 6th Street,7th Street & 4th Ave S,40,40,40,40,40,40
2258,2nd Ave N & N 6th Street,7th Street N & Plymouth Ave N,3,3,3,3,3,3
2259,2nd Ave N & N 6th Street,7th Street SE & 10th Ave SE,16,16,16,16,16,16
2260,2nd Ave N & N 6th Street,9th Street & 4th Ave,1,1,1,1,1,1
2261,2nd Ave N & N 6th Street,9th Street N & Hawthorne Ave,11,11,11,11,11,11
2262,2nd Ave N & N 6th Street,Bohemian Flats,4,4,4,4,4,4
2263,2nd Ave N & N 6th Street,Boom Island Park,6,6,6,6,6,6
2264,2nd Ave N & N 6th Street,Broadway & Marshall Street NE,17,17,17,17,17,17
2265,2nd Ave N & N 6th Street,Bryant Ave N & West Broadway,1,1,1,1,1,1
2266,2nd Ave N & N 6th Street,Central Ave NE & 22nd Ave NE,6,6,6,6,6,6
2267,2nd Ave N & N 6th Street,Chicago & 27th Street,3,3,3,3,3,3
2268,2nd Ave N & N 6th Street,Chicago Ave & S Washington Ave,16,16,16,16,16,16
2269,2nd Ave N & N 6th Street,Civil Engineering,8,8,8,8,8,8
2270,2nd Ave N & N 6th Street,Cleveland Ave S & Highland Parkway,6,6,6,6,6,6
2271,2nd Ave N & N 6th Street,Coffman Union,2,2,2,2,2,2
2272,2nd Ave N & N 6th Street,Curfew Street & Ellis Ave.,2,2,2,2,2,2
2273,2nd Ave N & N 6th Street,Currie Park,4,4,4,4,4,4
2274,2nd Ave N & N 6th Street,Dupont Ave & 22nd Street,19,19,19,19,19,19
2275,2nd Ave N & N 6th Street,Dupont Ave S & W 29th Street,21,21,21,21,21,21
2276,2nd Ave N & N 6th Street,E Franklin Ave & Bloomington Ave S,2,2,2,2,2,2
2277,2nd Ave N & N 6th Street,East Lake Street & 36th Ave S,1,1,1,1,1,1
2278,2nd Ave N & N 6th Street,Elliot Ave S & E 24th Street,2,2,2,2,2,2
2279,2nd Ave N & N 6th Street,Elliot Hall,1,1,1,1,1,1
2280,2nd Ave N & N 6th Street,Elliot Park,11,11,11,11,11,11
2281,2nd Ave N & N 6th Street,Elwood Ave N & Oak Park Ave N,1,1,1,1,1,1
2282,2nd Ave N & N 6th Street,Farview Park,1,1,1,1,1,1
2283,2nd Ave N & N 6th Street,Franklin & 11th Ave,20,20,20,20,20,20
2284,2nd Ave N & N 6th Street,Franklin & Portland,3,3,3,3,3,3
2285,2nd Ave N & N 6th Street,Gateway Park,13,13,13,13,13,13
2286,2nd Ave N & N 6th Street,Girard Ave N & W Broadway Ave,2,2,2,2,2,2
2287,2nd Ave N & N 6th Street,Glenwood Ave & N Morgan Ave,19,19,19,19,19,19
2288,2nd Ave N & N 6th Street,Grand Ave & Fairview Ave,1,1,1,1,1,1
2289,2nd Ave N & N 6th Street,Grant Street & Portland Ave,24,24,24,24,24,24
2290,2nd Ave N & N 6th Street,Groveland Ave & Clifton Place,56,56,56,56,56,56
2291,2nd Ave N & N 6th Street,Hennepin & Central Avenue NE,43,43,43,43,43,43
2292,2nd Ave N & N 6th Street,Hennepin & Laurel Ave,40,40,40,40,40,40
2293,2nd Ave N & N 6th Street,Hennepin Ave & S Washington Ave,27,27,27,27,27,27
2294,2nd Ave N & N 6th Street,Hennepin County Government Center,54,54,54,54,54,54
2295,2nd Ave N & N 6th Street,Hiawatha Ave & E 50th Street,1,1,1,1,1,1
2296,2nd Ave N & N 6th Street,IDS Center,13,13,13,13,13,13
2297,2nd Ave N & N 6th Street,Lake Calhoun Center,40,40,40,40,40,40
2298,2nd Ave N & N 6th Street,Lake Street & Humboldt,11,11,11,11,11,11
2299,2nd Ave N & N 6th Street,Lake Street & Knox Ave S,10,10,10,10,10,10
2300,2nd Ave N & N 6th Street,Logan Park,14,14,14,14,14,14
2301,2nd Ave N & N 6th Street,Loring Park,29,29,29,29,29,29
2302,2nd Ave N & N 6th Street,Lyndale Ave S & 22nd Street ,100,100,100,100,100,100
2303,2nd Ave N & N 6th Street,Lyndale Ave S & W 29th Street,23,23,23,23,23,23
2304,2nd Ave N & N 6th Street,MCAD,6,6,6,6,6,6
2305,2nd Ave N & N 6th Street,Macalester College,1,1,1,1,1,1
2306,2nd Ave N & N 6th Street,Malcolm Ave SE & 5th Street SE,7,7,7,7,7,7
2307,2nd Ave N & N 6th Street,Mariucci Arena,5,5,5,5,5,5
2308,2nd Ave N & N 6th Street,Marshall Street NE & 18th Ave NE,4,4,4,4,4,4
2309,2nd Ave N & N 6th Street,Marshall Street NE & 8th Ave NE,81,81,81,81,81,81
2310,2nd Ave N & N 6th Street,Marshall Street NE & Lowry Ave,2,2,2,2,2,2
2311,2nd Ave N & N 6th Street,McNamara Center,6,6,6,6,6,6
2312,2nd Ave N & N 6th Street,Midtown Exchange,4,4,4,4,4,4
2313,2nd Ave N & N 6th Street,Midtown Greenway & 5th Ave S,3,3,3,3,3,3
2314,2nd Ave N & N 6th Street,Midtown YWCA,2,2,2,2,2,2
2315,2nd Ave N & N 6th Street,Mill City Quarter,46,46,46,46,46,46
2316,2nd Ave N & N 6th Street,Minneapolis Farmers Market,24,24,24,24,24,24
2317,2nd Ave N & N 6th Street,Minneapolis Park & Recreation Board,8,8,8,8,8,8
2318,2nd Ave N & N 6th Street,Minnehaha Park,7,7,7,7,7,7
2319,2nd Ave N & N 6th Street,Mpls Convention Center,9,9,9,9,9,9
2320,2nd Ave N & N 6th Street,N 4th Ave & W River Parkway,52,52,52,52,52,52
2321,2nd Ave N & N 6th Street,N Milton Street & Summit Ave,2,2,2,2,2,2
2322,2nd Ave N & N 6th Street,N Washington Ave & 9th Ave N,45,45,45,45,45,45
2323,2nd Ave N & N 6th Street,Nicollet & Franklin,66,66,66,66,66,66
2324,2nd Ave N & N 6th Street,Nicollet Ave & W 37th Street,10,10,10,10,10,10
2325,2nd Ave N & N 6th Street,Nicollet Island,14,14,14,14,14,14
2326,2nd Ave N & N 6th Street,Nicollet Mall & Grant Street,13,13,13,13,13,13
2327,2nd Ave N & N 6th Street,North 2nd Street & 4th Ave N,180,180,180,180,180,180
2328,2nd Ave N & N 6th Street,North Mississippi Regional Park,3,3,3,3,3,3
2329,2nd Ave N & N 6th Street,Oak Street Ramp,1,1,1,1,1,1
2330,2nd Ave N & N 6th Street,Park Ave & 4th Street S,27,27,27,27,27,27
2331,2nd Ave N & N 6th Street,Pleasant Ave S &  Lake Street,6,6,6,6,6,6
2332,2nd Ave N & N 6th Street,Plymouth Ave N &  N Oliver Ave,6,6,6,6,6,6
2333,2nd Ave N & N 6th Street,Portland Ave & Washington Ave,33,33,33,33,33,33
2334,2nd Ave N & N 6th Street,S 5th Street & Nicollet Mall,44,44,44,44,44,44
2335,2nd Ave N & N 6th Street,S 8th Street & 2nd Ave S,8,8,8,8,8,8
2336,2nd Ave N & N 6th Street,SE 3rd Ave & University Ave SE,17,17,17,17,17,17
2337,2nd Ave N & N 6th Street,Sanford Hall,36,36,36,36,36,36
2338,2nd Ave N & N 6th Street,Social Sciences,1,1,1,1,1,1
2339,2nd Ave N & N 6th Street,South 2nd Street & 3rd Ave S,64,64,64,64,64,64
2340,2nd Ave N & N 6th Street,Target Field Station,38,38,38,38,38,38
2341,2nd Ave N & N 6th Street,University & Bank Street SE,66,66,66,66,66,66
2342,2nd Ave N & N 6th Street,University Ave NE & 12th Ave NE,24,24,24,24,24,24
2343,2nd Ave N & N 6th Street,University of St. Thomas,1,1,1,1,1,1
2344,2nd Ave N & N 6th Street,Upton Ave S & Sheridan Ave S,4,4,4,4,4,4
2345,2nd Ave N & N 6th Street,W 31st Street & Hennepin Ave S,18,18,18,18,18,18
2346,2nd Ave N & N 6th Street,W 36th Street & W Calhoun Parkway,7,7,7,7,7,7
2347,2nd Ave N & N 6th Street,Walker Art Center,36,36,36,36,36,36
2348,2nd Ave N & N 6th Street,Washington & Cedar,17,17,17,17,17,17
2349,2nd Ave N & N 6th Street,Washington & Marquette,22,22,22,22,22,22
2350,2nd Ave N & N 6th Street,Washington Ave N & Cedar Lake Trail,82,82,82,82,82,82
2351,2nd Ave N & N 6th Street,Washington Ave S & 10th Ave S,44,44,44,44,44,44
2352,2nd Ave N & N 6th Street,Washington Ave SE & Union Street SE,2,2,2,2,2,2
2353,2nd Ave N & N 6th Street,Weisman Art Museum,1,1,1,1,1,1
2354,2nd Ave N & N 6th Street,West 15th Street & Willow,37,37,37,37,37,37
2355,2nd Ave N & N 6th Street,West 32nd Street & Bryant Ave S,2,2,2,2,2,2
2356,2nd Ave N & N 6th Street,West 34th Street  & Hennepin Ave S,6,6,6,6,6,6
2357,2nd Ave N & N 6th Street,West 36th Street & Bryant Ave S,6,6,6,6,6,6
2358,2nd Ave N & N 6th Street,West Broadway & Logan Ave N,2,2,2,2,2,2
2359,2nd Ave N & N 6th Street,Willey Hall,1,1,1,1,1,1
2360,2nd Ave N & N 6th Street,Williamson Hall,5,5,5,5,5,5
2361,2nd Ave N & N 6th Street,Wirth Beach,16,16,16,16,16,16
2362,2nd Ave N & N 6th Street,YWCA Downtown,30,30,30,30,30,30
2363,2nd Ave N & N 6th Street,YWCA Uptown,5,5,5,5,5,5
2364,2nd Ave N & Washington Ave N,100 Main Street SE,127,127,127,127,127,127
2365,2nd Ave N & Washington Ave N,10th Street & Nicollet Mall,59,59,59,59,59,59
2366,2nd Ave N & Washington Ave N,11th Ave S & S 2nd Street,125,125,125,125,125,125
2367,2nd Ave N & Washington Ave N,11th Street & Hennepin,103,103,103,103,103,103
2368,2nd Ave N & Washington Ave N,11th Street & Marquette,51,51,51,51,51,51
2369,2nd Ave N & Washington Ave N,15th Ave SE & 4th Street SE,20,20,20,20,20,20
2370,2nd Ave N & Washington Ave N,15th Ave SE & Como Ave SE,4,4,4,4,4,4
2371,2nd Ave N & Washington Ave N,18th Ave Trail & 2nd Street NE,5,5,5,5,5,5
2372,2nd Ave N & Washington Ave N,22nd Ave NE & California Street NE,13,13,13,13,13,13
2373,2nd Ave N & Washington Ave N,22nd Ave S & Franklin Ave,1,1,1,1,1,1
2374,2nd Ave N & Washington Ave N,23rd Ave SE & 6th Street SE,2,2,2,2,2,2
2375,2nd Ave N & Washington Ave N,23rd Ave SE & University Ave SE,4,4,4,4,4,4
2376,2nd Ave N & Washington Ave N,25th Street & 33rd Ave S,7,7,7,7,7,7
2377,2nd Ave N & Washington Ave N,26th Street & Hennepin,8,8,8,8,8,8
2378,2nd Ave N & Washington Ave N,26th Street & Lyndale,7,7,7,7,7,7
2379,2nd Ave N & Washington Ave N,27th Ave S & Minnehaha Ave,1,1,1,1,1,1
